9_1	{1,1,1,1,1,1,1,1,1}
9_2	{1,1,1,2,-1,2,3,-2,3,4,-3,4}
9_3	{1,1,1,1,1,1,1,2,-1,2}
9_4	{1,1,1,1,1,2,-1,2,3,-2,3}
9_5	{1,1,2,-1,2,2,3,-2,3,4,-3,4}
9_6	{1,1,1,1,1,1,2,-1,2,2}
9_7	{1,1,1,1,2,-1,2,3,-2,3,3}
9_8	{1,1,-2,1,-2,-3,2,4,-3,4}
9_9	{1,1,1,1,1,2,-1,2,2,2}
9_10	{1,1,2,-1,2,2,2,2,3,-2,3}
9_11	{1,1,1,1,-2,1,3,-2,3}
9_12	{1,1,-2,1,3,-2,3,4,-3,4}
9_13	{1,1,1,1,2,-1,2,2,3,-2,3}
9_14	{1,1,2,-1,-3,2,-3,4,-3,4}
9_15	{1,1,1,2,-1,-3,2,4,-3,4}
9_16	{1,1,1,1,2,2,-1,2,2,2}
9_17	{1,-2,1,-2,-2,-2,3,-2,3}
9_18	{1,1,1,2,-1,2,2,2,3,-2,3}
9_19	{1,-2,1,-2,-2,-3,2,4,-3,4}
9_20	{1,1,1,-2,1,3,-2,3,3}
9_21	{1,1,2,-1,2,-3,2,4,-3,4}
9_22	{1,-2,1,-2,3,-2,-2,-2,3}
9_23	{1,1,1,2,-1,2,2,3,-2,3,3}
9_24	{1,1,-2,1,3,-2,-2,-2,3}
9_25	{1,1,-2,1,3,2,2,-4,3,-4}
9_26	{1,1,1,-2,1,-2,3,-2,3}
9_27	{1,1,-2,1,-2,-2,3,-2,3}
9_28	{1,1,-2,1,3,-2,-2,3,3}
9_29	{1,-2,-2,3,-2,1,-2,3,-2}
9_30	{1,1,-2,-2,1,-2,3,-2,3}
9_31	{1,1,-2,1,-2,3,-2,3,3}
9_32	{1,1,-2,1,-2,1,3,-2,3}
9_33	{1,-2,1,-2,-2,1,3,-2,3}
9_34	{1,-2,1,-2,3,-2,1,-2,3}
9_35	{1,1,2,-1,2,2,3,-2,-2,4,-3,2,4,3}
9_36	{1,1,1,-2,1,1,3,-2,3}
9_37	{1,1,-2,1,3,-2,-1,-4,3,-2,3,-4}
9_38	{1,1,2,2,-3,2,-1,2,3,3,2}
9_39	{1,1,2,-1,-3,-2,1,4,3,-2,3,4}
9_40	{1,-2,1,3,-2,1,3,-2,3}
9_41	{1,1,2,-1,-3,-2,-2,4,3,-2,3,4}
9_42	{1,1,1,-2,-1,-1,3,-2,3}
9_43	{1,1,1,2,1,1,-3,2,-3}
9_44	{1,1,1,2,-1,-1,-3,2,-3}
9_45	{1,1,2,-1,2,1,3,-2,3}
9_46	{1,-2,1,-2,3,2,-1,2,3}
9_47	{1,-2,1,-2,-3,-2,1,-2,-3}
9_48	{1,1,2,-1,2,1,-3,2,-1,2,-3}
9_49	{1,1,2,1,1,-3,2,-1,2,3,3}
